"sorszam","telnev","iskola","egyutt","neme","szulev","htfovi","neme2","szulev2","szulho2","htfovi2","neme3","szulev3","szulho3","htfovi3","neme4","szulev4","szulho4","htfovi4","neme5","szulev5","szulho5","htfovi5","neme6","szulev6","szulho6","htfovi6","csalall","dolg","agazat","htnetto","d9","d10","d11"
128,"Somogyhatvan             ","Szakmunkásképző; szakképzés érettségi nélkül","Egyedül él                    ","Férfi","1969","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Közigazgatás, védelem; kötelező társadalombiztosítás",NA,"családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
129,"Somogyhatvan             ","8 általános","3","Nő","1996","Élettársa","Férfi","1988","12","Családfő","Nő","2013","9","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Munkanélküli","Közigazgatás, védelem; kötelező társadalombiztosítás","20000","családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
130,"Somogyhatvan             ","Szakmunkásképző; szakképzés érettségi nélkül","Egyedül él                    ","Férfi","1960","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Özvegy","Alkalmazott","Bányászat, kőfejtés","145000","családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
131,"Somogyhatvan             ","8 általános","2","Férfi","1986","Családfő","Nő","1988","6","Élettársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Közigazgatás, védelem; kötelező társadalombiztosítás","90000","családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
132,"Somogyhatvan             ","8 általános","2","Férfi","1993","Családfő","Nő","1991","6","Élettársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Munkanélküli","Feldolgozóipar","30000","családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
133,"Somogyhatvan             ","8 általános","2","Nő","1974","Családfő","Nő","1942","9","Szülője, anyósa, apósa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Feldolgozóipar","125000","családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
134,"Somogyhatvan             ","Szakmunkásképző; szakképzés érettségi nélkül","2","Férfi","1961","Családfő","Nő","1970","2","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Közigazgatás, védelem; kötelező társadalombiztosítás","1e+05","családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
135,"Somogyhatvan             ","8 általános","5","Férfi","1951","Családfő","Nő","1950","8","Házastársa","Nő","1935","3","Szülője, anyósa, apósa","Nő","1997","3","Gyermeke","Férfi","2015","2","Egyéb rokon",NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Közigazgatás, védelem; kötelező társadalombiztosítás",NA,"családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
137,"Szigetvár                ","Szakmunkásképző; szakképzés érettségi nélkül","Egyedül él                    ","Férfi","1977","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Építőipar","65000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
138,"Szigetvár                ","Szakmunkásképző; szakképzés érettségi nélkül","2","Nő","1961","Családfő","Nő","1938","10","Szülője, anyósa, apósa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Humán-egészségügyi, szociális ellátás","193000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
139,"Szigetvár                ","Érettségit követő, felsőfokra nem akkreditált szakképzés; középfokú technikum","2","Férfi","1995","Gyermeke","Férfi","1964","5","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Kereskedelem, gépjárműjavítás","250000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
140,"Szigetvár                ","Gimnáziumi érettségi","Egyedül él                    ","Nő","1968","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Egyéb szolgáltatás","2e+05","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
141,"Szigetvár                ","Szakközépiskolai érettségi; szakképzést követő érettségi","4","Férfi","1967","Családfő","Férfi","1989","3","Gyermeke","Férfi","1990","9","Gyermeke","Férfi","2001","3","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Egyéb szolgáltatás",NA,"lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
142,"Szigetvár                ","Szakmunkásképző; szakképzés érettségi nélkül","2","Nő","1961","Családfő","Férfi","1979","1","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Kereskedelem, gépjárműjavítás","225000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
143,"Szigetvár                ","8 általános","4","Nő","1980","Családfő","Nő","2000","12","Gyermeke","Férfi","2002","10","Gyermeke","Férfi","2010","5","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,"Özvegy","Alkalmazott","Egyéb szolgáltatás",NA,"lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
144,"Szigetvár                ","Szakmunkásképző; szakképzés érettségi nélkül","Egyedül él                    ","Nő","1960","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Özvegy","Alkalmazott","Humán-egészségügyi, szociális ellátás","78000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
145,"Szigetvár                ","Szakközépiskolai érettségi; szakképzést követő érettségi","2","Nő","1975","Családfő","Nő","2000","3","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas, de külön él","Alkalmazott","Adminisztratív és szolgáltatást támogató tevékenység","112000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
147,"Szigetvár                ","Főiskola / BA / BSc","Egyedül él                    ","Nő","1968","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Pénzügyi, biztosítási tevékenység",NA,"lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
148,"Szigetvár                ","Gimnáziumi érettségi","Egyedül él                    ","Nő","1967","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Kereskedelem, gépjárműjavítás","145000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
149,"Versend                  ","Szakmunkásképző; szakképzés érettségi nélkül","2","Férfi","1958","Családfő","Nő","1960","3","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Mezőgazdaság, erdőgazdálkodás, halásza","210000","családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
151,"Versend                  ","Szakmunkásképző; szakképzés érettségi nélkül","2","Férfi","1963","Családfő","Nő","1962","6","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Egyéb szolgáltatás","182000","családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
155,"Versend                  ","8 általános","4","Férfi","1990","Családfő","Nő","1991","1","Házastársa","Nő","2012","5","Gyermeke","Férfi","2015","11","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Mezőgazdaság, erdőgazdálkodás, halásza","80000","családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
156,"Versend                  ","Szakmunkásképző; szakképzés érettségi nélkül","5","Nő","1971","Élettársa","Férfi","1975","4","Családfő","Férfi","1992","12","Gyermeke","Férfi","2005","3","Gyermeke","Férfi","2010","10","Gyermeke",NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Egyéb szolgáltatás","145000","családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
157,"Versend                  ","Szakközépiskolai érettségi; szakképzést követő érettségi","2","Férfi","1975","Családfő","Nő","1949","8","Szülője, anyósa, apósa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Mezőgazdaság, erdőgazdálkodás, halásza",NA,"családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
158,"Versend                  ","8 általános","3","Férfi","1985","Családfő","Nő","1988","6","Házastársa","Férfi","2008","7","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Építőipar","90000","családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
159,"Versend                  ","8 általános","4","Nő","1984","Házastársa","Férfi","1983","4","Családfő","Férfi","2005","4","Gyermeke","Férfi","2006","9","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Humán-egészségügyi, szociális ellátás","92000","családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
160,"Baja                     ","Szakközépiskolai érettségi; szakképzést követő érettségi","2","Férfi","1959","Családfő","Nő","1957","1","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Építőipar","220000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
161,"Baja                     ","Érettségit követő, felsőfokra nem akkreditált szakképzés; középfokú technikum","3","Nő","1996","Gyermeke","Nő","1961","2","Családfő","Férfi","2000","4","Egyéb rokon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Kereskedelem, gépjárműjavítás","220000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
162,"Baja                     ","8 általános","3","Nő","1965","Családfő","Nő","1996","4","Gyermeke","Férfi","2000","3","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Feldolgozóipar","20000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
164,"Baja                     ","Szakmunkásképző; szakképzés érettségi nélkül","2","Férfi","1958","Családfő","Nő","1957","1","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Feldolgozóipar","170000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
165,"Baja                     ","Gimnáziumi érettségi","3","Nő","1964","Házastársa","Férfi","1958","6","Családfő","Férfi","1988","1","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Feldolgozóipar","180000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
167,"Baja                     ","Főiskola / BA / BSc","3","Nő","1974","Családfő","Nő","2005","8","Gyermeke","Nő","2006","9","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Oktatás","230000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
170,"Baja                     ","Szakközépiskolai érettségi; szakképzést követő érettségi","2","Nő","1978","Élettársa","Férfi","1983","4","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Kereskedelem, gépjárműjavítás","3e+05","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
171,"Baja                     ","Érettségit követő, felsőfokra nem akkreditált szakképzés; középfokú technikum","3","Férfi","1965","Családfő","Nő","1966","5","Házastársa","Férfi","1939","1","Szülője, anyósa, apósa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Mezőgazdaság, erdőgazdálkodás, halásza","250000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
172,"Baja                     ","Érettségit követő, felsőfokra nem akkreditált szakképzés; középfokú technikum","Egyedül él                    ","Nő","1983","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Oktatás","1e+05","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
173,"Baja                     ","Főiskola / BA / BSc","2","Nő","1977","Családfő","Férfi","2005","5","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Feldolgozóipar","140000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
174,"Baja                     ","Főiskola / BA / BSc","4","Nő","1973","Házastársa","Férfi","1973","10","Családfő","Férfi","1994","10","Gyermeke","Nő","2001","3","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Kereskedelem, gépjárműjavítás","3e+05","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
175,"Baja                     ","Szakközépiskolai érettségi; szakképzést követő érettségi","2","Férfi","1994","Családfő","Nő","1970","1","Szülője, anyósa, apósa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Kereskedelem, gépjárműjavítás","180000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
178,"Baja                     ","Szakmunkásképző; szakképzés érettségi nélkül","3","Férfi","1969","Családfő","Nő","1962","4","Házastársa","Nő","1998","4","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Feldolgozóipar","3e+05","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
181,"Kalocsa                  ","Szakmunkásképző; szakképzés érettségi nélkül","Egyedül él                    ","Férfi","1952","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas, de külön él","Alkalmazott","Építőipar","130000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
184,"Kalocsa                  ","Szakközépiskolai érettségi; szakképzést követő érettségi","2","Nő","1958","Házastársa","Férfi","1957","12","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Adminisztratív és szolgáltatást támogató tevékenység",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
187,"Kalocsa                  ","Szakközépiskolai érettségi; szakképzést követő érettségi","3","Férfi","1963","Családfő","Nő","1979","5","Házastársa","Nő","2013","8","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Közigazgatás, védelem; kötelező társadalombiztosítás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
188,"Kalocsa                  ","Szakmunkásképző; szakképzés érettségi nélkül","2","Férfi","1958","Családfő","Nő","1950","9","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Szállítás, raktározás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
193,"Kalocsa                  ","Érettségit követő, felsőfokra nem akkreditált szakképzés; középfokú technikum","Egyedül él                    ","Nő","1958","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Feldolgozóipar",NA,"többlakásos ház kerttel,","közműves ívóvízellátás","közműves szennyvízhálózat"
198,"Kecel                    ","Gimnáziumi érettségi","5","Férfi","1984","Családfő","Nő","1986","12","Házastársa","Férfi","2005","5","Gyermeke","Nő","2008","5","Gyermeke","Nő","2009","11","Gyermeke",NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Egyéb szolgáltatás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
210,"Kecel                    ","8 általános","2","Férfi","1997","Családfő","Nő","1997","3","Élettársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Mezőgazdaság, erdőgazdálkodás, halásza","110000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
211,"Kecel                    ","Szakmunkásképző; szakképzés érettségi nélkül","Egyedül él                    ","Nő","1966","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Feldolgozóipar",NA,"családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
